0,0,0,0,0,0,0,15554
0,0,0,0,93888,0,0,0
0,169392,0,0,0,0,0,0
169392,0,0,0,0,0,0,0
0,0,0,0,1215635,0,0,0
0,0,1215635,0,0,0,0,0
0,1215635,0,0,0,0,0,0
1215635,0,0,0,0,0,0,0
0,0,0,1524167,0,0,0,0
0,0,0,0,0,2118091,0,0
0,0,0,0,0,2433721,0,0
0,0,0,0,0,2530565,0,0
0,0,0,0,0,0,2530565,0
0,0,0,2534888,0,0,0,0
0,0,2534888,0,0,0,0,0
0,2534888,0,0,0,0,0,0
2534888,0,0,0,0,0,0,0
0,0,0,3044331,0,0,0,0
0,0,3044331,0,0,0,0,0
0,3044331,0,0,0,0,0,0
3044331,0,0,0,0,0,0,0
0,0,0,3277294,0,0,0,0
0,0,3277294,0,0,0,0,0
0,3277294,0,0,0,0,0,0
0,0,0,3394743,0,0,0,0
0,0,0,0,0,3394743,0,0
0,0,0,0,0,0,3394743,0
0,3514349,0,0,0,0,0,0
3514349,0,0,0,0,0,0,0
0,0,4343350,0,0,0,0,0
0,4343350,0,0,0,0,0,0
4343350,0,0,0,0,0,0,0
0,0,0,4669252,0,0,0,0
0,0,4669252,0,0,0,0,0
0,4669252,0,0,0,0,0,0
4669252,0,0,0,0,0,0,0
0,0,0,0,5203554,0,0,0
0,0,0,5208633,0,0,0,0
0,0,5208633,0,0,0,0,0
0,5208633,0,0,0,0,0,0
5208633,0,0,0,0,0,0,0
0,0,0,0,0,6597654,0,0
0,0,0,0,6984492,0,0,0
0,0,0,0,0,6984492,0,0
0,0,0,8581808,0,0,0,0
0,0,8581808,0,0,0,0,0
0,8581808,0,0,0,0,0,0
8581808,0,0,0,0,0,0,0
0,0,0,0,0,9659381,0,0
0,0,0,9947355,0,0,0,0
0,0,0,0,9947355,0,0,0
0,0,10192158,0,0,0,0,0
0,10192158,0,0,0,0,0,0
10192158,0,0,0,0,0,0,0
0,0,10375222,0,0,0,0,0
0,10375222,0,0,0,0,0,0
10375222,0,0,0,0,0,0,0
0,0,0,10583643,0,0,0,0
0,0,10583643,0,0,0,0,0
0,10583643,0,0,0,0,0,0
10583643,0,0,0,0,0,0,0
0,0,0,11093316,0,0,0,0
0,0,11093316,0,0,0,0,0
0,11093316,0,0,0,0,0,0
11093316,0,0,0,0,0,0,0
0,0,0,0,0,0,0,12282164
0,0,0,0,0,0,12471359,0
0,0,0,0,0,0,0,12471359
0,0,0,13013373,0,0,0,0
0,0,0,0,0,0,0,13575497
14140757,0,0,0,0,0,0,0
0,0,0,0,0,0,0,14140757
0,0,0,15636023,0,0,0,0
0,0,15636023,0,0,0,0,0
0,15636023,0,0,0,0,0,0
0,0,0,0,16948159,0,0,0
0,0,0,0,0,0,17897351,0
0,0,0,0,0,17897351,0,0
0,0,0,18191161,0,0,0,0
0,0,0,0,0,0,18191161,0
0,0,0,18651088,0,0,0,0
0,0,18651088,0,0,0,0,0
0,0,0,19247188,0,0,0,0
0,0,19247188,0,0,0,0,0
0,19247188,0,0,0,0,0,0
19247188,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20499465
0,0,0,0,0,21385948,0,0
0,0,0,21572135,0,0,0,0
0,0,21572135,0,0,0,0,0
0,21572135,0,0,0,0,0,0
21572135,0,0,0,0,0,0,0
0,0,0,0,0,21663013,0,0
0,0,0,0,0,0,0,23386821
0,0,0,0,0,0,23386821,0
0,0,0,23928954,0,0,0,0
0,0,23928954,0,0,0,0,0
0,23928954,0,0,0,0,0,0
0,0,0,0,0,23928954,0,0
0,0,0,0,0,0,0,24532245
0,0,0,25036845,0,0,0,0
0,0,0,0,0,25094638,0,0
0,0,0,0,0,25166697,0,0
0,0,0,0,25166697,0,0,0
0,0,25479143,0,0,0,0,0
0,25479143,0,0,0,0,0,0
0,0,0,0,0,0,0,25877181
0,0,0,0,0,0,0,25966607
0,0,0,26217079,0,0,0,0
0,0,26217079,0,0,0,0,0
0,26217079,0,0,0,0,0,0
26217079,0,0,0,0,0,0,0
26343953,0,0,0,0,0,0,0
0,0,0,0,0,0,0,26475004
0,0,0,0,0,0,26475004,0
0,26475004,0,0,0,0,0,0
26475004,0,0,0,0,0,0,0
0,0,0,0,0,0,0,26535459
0,0,0,0,0,0,26535459,0
0,0,0,0,0,26535459,0,0
0,0,0,27104462,0,0,0,0
0,0,27104462,0,0,0,0,0
0,27104462,0,0,0,0,0,0
27104462,0,0,0,0,0,0,0
0,0,0,0,27174874,0,0,0
0,0,0,0,0,27174874,0,0
0,27528836,0,0,0,0,0,0
27528836,0,0,0,0,0,0,0
0,0,0,0,0,0,27772336,0
0,0,0,27956548,0,0,0,0
0,0,27956548,0,0,0,0,0
0,27956548,0,0,0,0,0,0
27956548,0,0,0,0,0,0,0
0,0,0,0,0,0,0,28400869
0,0,0,28527468,0,0,0,0
0,0,28527468,0,0,0,0,0
0,0,0,28653543,0,0,0,0
0,0,28653543,0,0,0,0,0
0,28653543,0,0,0,0,0,0
28653543,0,0,0,0,0,0,0
0,0,0,0,28738659,0,0,0
0,0,28738659,0,0,0,0,0
0,28738659,0,0,0,0,0,0
28738659,0,0,0,0,0,0,0
0,0,0,29238360,0,0,0,0
0,0,29238360,0,0,0,0,0
0,0,29515862,0,0,0,0,0
0,29515862,0,0,0,0,0,0
29515862,0,0,0,0,0,0,0
0,0,0,0,0,0,29580415,0
0,0,0,0,0,0,0,30136486
0,0,0,0,30544471,0,0,0
0,0,0,31246510,0,0,0,0
0,0,31246510,0,0,0,0,0
0,31246510,0,0,0,0,0,0
0,0,0,0,0,32226263,0,0
0,0,0,32612823,0,0,0,0
0,0,32612823,0,0,0,0,0
0,32612823,0,0,0,0,0,0
32612823,0,0,0,0,0,0,0
0,0,0,32713563,0,0,0,0
0,0,32713563,0,0,0,0,0
0,32713563,0,0,0,0,0,0
0,0,0,0,32713563,0,0,0
0,0,0,32864388,0,0,0,0
0,0,32864388,0,0,0,0,0
0,0,0,0,0,0,0,32864388
0,0,0,34071063,0,0,0,0
0,0,34071063,0,0,0,0,0
0,34071063,0,0,0,0,0,0
34071063,0,0,0,0,0,0,0
0,0,0,0,0,0,35070417,0
0,0,0,35071348,0,0,0,0
0,0,35071348,0,0,0,0,0
0,35071348,0,0,0,0,0,0
35071348,0,0,0,0,0,0,0
0,0,0,35198146,0,0,0,0
0,0,35198146,0,0,0,0,0
0,35198146,0,0,0,0,0,0
35198146,0,0,0,0,0,0,0
0,0,0,35361721,0,0,0,0
0,0,35361721,0,0,0,0,0
0,0,0,35837303,0,0,0,0
0,0,35837303,0,0,0,0,0
0,35837303,0,0,0,0,0,0
35837303,0,0,0,0,0,0,0
0,0,0,36275795,0,0,0,0
0,0,36275795,0,0,0,0,0
0,36275795,0,0,0,0,0,0
36275795,0,0,0,0,0,0,0
0,0,0,0,36721782,0,0,0
0,0,0,0,0,0,36767814,0
0,0,0,36897455,0,0,0,0
0,0,36897455,0,0,0,0,0
0,36897455,0,0,0,0,0,0
36897455,0,0,0,0,0,0,0
0,0,0,0,36900731,0,0,0
0,0,0,0,0,37274345,0,0
0,0,0,0,0,0,37274345,0
0,0,37274345,0,0,0,0,0
0,37274345,0,0,0,0,0,0
37274345,0,0,0,0,0,0,0
0,0,0,37711407,0,0,0,0
0,0,37711407,0,0,0,0,0
0,37711407,0,0,0,0,0,0
37711407,0,0,0,0,0,0,0
0,0,0,37851169,0,0,0,0
0,0,37851169,0,0,0,0,0
0,37851169,0,0,0,0,0,0
37851169,0,0,0,0,0,0,0
0,0,0,38265512,0,0,0,0
0,0,38265512,0,0,0,0,0
0,38265512,0,0,0,0,0,0
38265512,0,0,0,0,0,0,0
0,0,0,38275686,0,0,0,0
0,0,38275686,0,0,0,0,0
0,38275686,0,0,0,0,0,0
38275686,0,0,0,0,0,0,0
0,0,0,0,39056024,0,0,0
39632747,0,0,0,0,0,0,0
0,0,0,40012245,0,0,0,0
0,0,40012245,0,0,0,0,0
0,40012245,0,0,0,0,0,0
40012245,0,0,0,0,0,0,0
0,0,0,0,0,0,40329477,0
